,Name,Mileage,Condition,Year,Price,Dealer,Count of ratings,Reviews
1008,2017 BMW 540 i xDrive,72059.0,Used,2017,29400,Awesome Autos & Trucks,1 review,No names
1009,2020 Volkswagen Atlas 3.6L S,13958.0,Used,2020,35800,Poquet Auto,1132 ,4.6
1010,2017 Mercedes-Benz AMG GT S Coupe *ONLY 4400 MILES* *EXCLUSIVE INTERIOR PACK,4424.0,Used,2017,99777,Jakes Motorcars,70 ,5.0
1011,2022 Rivian R1S Launch Edition,926.0,Used,2022,138888,Platinum Autohaus,304 ,5.0
1012,2014 BMW 550 i,54123.0,Used,2014,29900,Lux Motors,307 ,5.0
1013,2020 BMW M2 Competition,38953.0,Used,2020,47998,HGreg.com West Palm Beach,40 ,3.2
1014,2019 BMW 640 Gran Coupe i xDrive,55145.0,Used,2019,39990,ALM Marietta,3037 ,4.6
1015,2009 Mercedes-Benz SL-Class SL550 Roadster,51121.0,Used,2009,28975,Don Vance Chrysler Dodge Jeep Ram,68 ,3.9
1016,2022 Audi S5 Premium Plus,9290.0,Used,2022,58400,Audi Pembroke Pines,247 ,4.6
1017,2019 Lexus ES 350 350,29622.0,Used,2019,32998,Walser Subaru St. Paul,16 ,3.9
1018,2014 Toyota Land Cruiser V8,80314.0,Used,2014,54998,Lexus of Wichita,229 ,4.4
1019,2017 Lincoln Navigator Select,85311.0,Used,2017,31999,Merchant Nissan,131 ,4.7
1020,2018 Jeep Wrangler Unlimited Sahara,50018.0,Used,2018,38917,Panama City Toyota,468 ,3.8
1021,2019 Ford Transit-350 XLT,61560.0,Used,2019,47988,Supreme Ford of Slidell,165 ,3.8
1022,2018 Mitsubishi Mirage GT,78024.0,Used,2018,11995,EV MOTORS INC,No names,No names
1023,2023 Cadillac XT4 Luxury,1221.0,Cadillac Certified,2023,39000,Jim Ellis Cadillac,192 ,4.4
1024,2015 Maserati Quattroporte S Q4,67360.0,Used,2015,28950,M & F Auto Sales,285 ,3.1
1025,2011 Lexus IS-F Base,57733.0,Used,2011,43900,Lux Motors,307 ,5.0
1026,2020 Alfa Romeo Giulia Ti,24086.0,Used,2020,38445,Jackson Nissan,49 ,3.9
1027,2018 Audi A5 2.0T Premium Plus,82305.0,Used,2018,29585,Rudolph Mazda,20 ,4.5
1028,2016 Porsche Macan S,88554.0,Used,2016,29996,White Allen European Auto Group,380 ,3.0
1029,2017 Lexus GS F Base,49129.0,Used,2017,52933,Brewer Airport Toyota,85 ,4.6
1030,2022 Hyundai Sonata N Line,8533.0,Used,2022,30300,Grieco Hyundai of Johnston,69 ,4.6
1031,2018 RAM 1500 ST,107428.0,Used,2018,22995,Nearly New Auto and Truck,0 ,No names
1032,2018 GMC Yukon XL SLE,99224.0,Used,2018,37850,City Auto,157 ,4.4
1033,2020 Lexus GX 460 Base,32377.0,Used,2020,44750,Bill Luke Santan,770 ,4.8
1034,2019 Audi A8 L 55,33305.0,Used,2019,47839,Morgan Chevrolet,202 ,3.2
1035,2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,856.0,Used,2022,72800,United Auto Exchange,94 ,3.9
1036,2018 Buick Regal TourX Preferred,13380.0,Used,2018,29995,Lenzen Chevrolet-Buick Inc,78 ,No names
1037,2022 Acura ILX Premium & A-SPEC Packages,6494.0,Acura Certified,2022,29798,Phil Smith Acura,1349 ,4.8
1038,2019 Audi A3 2.0T Premium,41559.0,Used,2019,26993,Garber Automotive Porsche Audi,381 ,4.7
1039,2021 Mitsubishi Outlander Sport 2.0 ES,22071.0,Used,2021,19990,Wyatt Johnson Ford Nashville,516 ,4.1
1040,2023 Land Rover Defender 110 X,6605.0,Used,2023,109989,Jaguar Land Rover of Colorado Springs,4 ,No names
1041,2020 Chrysler Pacifica Hybrid Touring,35309.0,Used,2020,34990,Kenosha Toyota,4 ,No names
1042,2019 Dodge Durango R/T,29630.0,Used,2019,41992,Automaxx of the Carolinas,1913 ,4.2
1043,2017 Volkswagen Beetle 1.8T,29012.0,Used,2017,21495,Auto Passion Team,3 ,No names
1044,2019 Jaguar XJ XJL Supercharged,28646.0,Used,2019,61215,Alfa Romeo of St. Petersburg,373 ,4.7
1045,2019 Mercedes-Benz AMG G 63 Base,24348.0,Used,2019,165999,Auto Resources,1 review,No names
1046,2018 Cadillac Escalade Luxury,54504.0,Used,2018,47999,Auto Advantage,68 ,No names
1047,2018 Toyota Tacoma TRD Sport,45016.0,Used,2018,36999,Don Ayres Acura,19 ,4.9
